S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (μS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
930,Bihar,Saran,Majhanpura New,84.6058,25.8117,2023,8.45,556,24,338,7,0.76,5,14,0,240,16,49,27,2,-,-,7.41
931,Bihar,Saran,Manjhi,84.5784,25.8338,2023,8.29,606,0,344,7,0.45,14,8,0,230,18,45,23,2,-,-,5.74
932,Bihar,Saran,Manjhi 2,84.5754,25.8376,2023,8.1,2760,0,978,305,0.2,154,0,0,490,66,79,143,337,-,-,8.63
933,Bihar,Saran,Marhaura,84.8626,25.9723,2023,8.28,648,0,338,14,0.87,38,0,0,250,30,43,30,2,-,-,2.43
934,Bihar,Saran,Mashrakh,84.8131,26.0914,2023,8,735,0,449,7,0.32,13,0,0,280,38,45,39,4,-,-,23.66
935,Bihar,Saran,Rasauli,84.8399,26.1215,2023,8.04,651,0,338,14,0,36,0,0,255,32,43,24,3,-,-,4.47
936,Bihar,Saran,Saguni,84.997,25.9104,2023,8.04,724,0,289,43,0.99,57,0,0,320,46,50,21,2,-,-,1.71
937,Bihar,Saran,Sanghar Tola,84.6699,25.7808,2023,8.26,664,0,406,7,0.71,21,0,0,235,38,34,26,13,-,-,13.6
938,Bihar,Saran,Soenpur 1,85.1694,25.6972,2023,7.9,789,0,320,57,0.18,37,26,0,245,34,39,52,1,-,-,13.29
939,Bihar,Saran,Chausia,85.1337,25.7147,2023,7.92,1601,0,535,149,0.21,121,28,0,525,56,94,109,4,-,-,8.36
940,Bihar,Saran,Nayagaon,85.0983,25.7611,2023,7.9,991,0,443,113,0.14,28,0,0,375,64,52,42,5,-,-,1.3
941,Bihar,Saran,Panchbhinda,84.8806,26.0545,2023,8.13,593,0,326,7,0.65,30,0,0,275,28,50,21,3,-,-,8.26
942,Bihar,Seikhpura,Barbigha,85.855,25.07,2023,8.03,1170,0,433,124,1.89,33,4,0,315,122,2,107,23,-,-,5.3
943,Bihar,Seikhpura,Pharpar,85.9111,25.225,2023,8.12,1464,0,500,167,2.32,65,1,0,365,86,36,164,1,-,-,0
944,Bihar,Seikhpura,Ariari,85.9244,25.0836,2023,8.15,885,0,317,92,2.36,25,9,0,205,58,15,100,4,-,-,0
945,Bihar,Seikhpura,Ambari,85.8597,25.0489,2023,8.02,1437,0,476,174,1.54,65,25,0,380,106,28,139,32,-,-,2.6
946,Bihar,Seikhpura,Keoti1,85.7958,25.2167,2023,8,708,0,305,53,1.57,24,0,0.15,265,70,22,37,8,-,-,10
947,Bihar,Seikhpura,Koeri Bigha,85.7439,25.2172,2023,7.79,814,0,311,82,1.67,27,15,0,300,86,21,51,12,-,-,0
948,Bihar,Seikhpura,Ghat Kusumba,85.7378,25.217,2023,7.97,493,0,214,18,1.8,6,1,0,125,30,12,60,3,-,-,12
949,Bihar,Seikhpura,Ghat Kusumba,85.7378,25.2169,2023,7.85,589,0,287,32,1.96,48,4,0,150,40,12,67,4,-,-,3.2
950,Bihar,Seikhpura,Seikhpura,85.7925,25.1703,2023,8.12,1053,0,397,124,2.19,35,4,0,345,82,34,90,0,-,-,5.3
951,Bihar,Seikhpura,Sherpar,85.8542,25.1458,2023,7.82,1011,0,336,131,1.29,32,22,0,330,116,10,80,10,-,-,0
952,Bihar,Seikhpura,Chewara,85.6994,25.14,2023,8.06,992,0,378,110,2.38,35,17,0,255,68,21,119,7,-,-,4.1
953,Bihar,Seikhpura,Nemdarganj,85.7342,25.2247,2023,8.07,1025,0,415,71,1.47,68,1,0,250,84,10,109,21,-,-,15
954,Bihar,Sheohar,Belsand,85.3959,26.4463,2023,8.21,480,0,289,7,0.82,12,0,0,135,30,15,58,2,-,-,5.36
955,Bihar,Sheohar,Nayagaon,85.2326,26.4903,2023,8.15,535,0,314,7,0.46,9,0,0,230,30,38,14,3,-,-,3.1
956,Bihar,Sheohar,Purnhaiya Bazar,85.3265,26.6188,2023,8.16,476,0,277,7,1.08,11,4,0,210,50,21,21,3,-,-,2.78
957,Bihar,Sheohar,Sasaula Khurd,85.3013,26.5368,2023,8.02,1483,0,492,142,0.71,123,47,0,545,70,90,103,6,-,-,6.59
958,Bihar,Sheohar,Sheohar,85.3067,26.507,2023,8.06,543,0,283,11,0.73,7,0,0,205,34,29,24,2,-,-,8.35
959,Bihar,Sheohar,Sarbarpur,85.3256,26.4228,2023,8.29,1140,0,566,53,0.5,24,9,0,325,68,38,76,84,-,-,2.78
960,Bihar,Sitamarhi,Bairganiya,85.2755,26.7399,2023,7.77,1007,0,412,78,0.85,62,48,0,375,74,46,47,12,-,-,1.14
961,Bihar,Sitamarhi,Dheng,85.3456,26.711,2023,8.29,642,0,387,7,0.3,0,12,0.05,205,68,9,16,68,-,-,1.18
962,Bihar,Sitamarhi,Bangaon,85.6347,26.5451,2023,8.29,675,0,363,21,1.01,1,9,0,285,72,26,14,7,-,-,2.94
963,Bihar,Sitamarhi,Khairwa,85.4593,26.6063,2023,8.23,1211,0,510,135,0.76,53,1,0.03,265,50,34,114,52,-,-,3.28
964,Bihar,Sitamarhi,Jogwana Bazar,85.5387,26.6911,2023,8.37,1073,6,498,103,0.91,16,2,0,330,96,22,94,46,-,-,2.61
965,Bihar,Sitamarhi,Chappan Bigha,85.4206,26.4483,2023,8.28,1143,0,560,71,0.77,46,1,0,265,76,18,114,6,-,-,4.5
966,Bihar,Sitamarhi,Choraut,85.7938,26.5312,2023,8.27,273,0,129,21,1.09,9,1,0,90,32,2,13,19,-,-,7.1
967,Bihar,Sitamarhi,Bhupbhairo,85.5574,26.568,2023,8.25,332,0,191,11,1.09,3,0,0,120,40,5,22,2,-,-,2.8
968,Bihar,Sitamarhi,Nanpur,85.6633,26.4386,2023,8.37,374,6,215,11,0.93,1,0,0,100,28,7,37,2,-,-,3.89
969,Bihar,Sitamarhi,Mahadeopatti,85.6338,26.7238,2023,8.16,2740,0,879,358,0.67,83,0,0.06,900,138,135,114,108,-,-,4.37
970,Bihar,Sitamarhi,Parsauni Mailwar Panchayat,85.4045,26.5151,2023,8.46,355,12,178,14,0.68,4,0,0,120,42,4,22,2,-,-,5.53
971,Bihar,Sitamarhi,Kumma,85.6176,26.648,2023,8.27,737,0,314,71,0.73,14,0,0,250,54,28,56,1,-,-,7.84
972,Bihar,Sitamarhi,Pupri,85.6999,26.4748,2023,8.19,1018,0,486,78,0.96,36,0,0,275,36,45,95,14,-,-,2.58
973,Bihar,Sitamarhi,Kushmari,85.4173,26.6179,2023,8.43,334,0,172,7,0.43,4,0,0,150,34,16,13,2,-,-,7.82
974,Bihar,Sitamarhi,Thumma,85.5006,26.4368,2023,8.34,334,6,166,4,0.7,2,0,0,140,36,12,19,1,-,-,3.44
975,Bihar,Sitamarhi,Karahniya,85.5113,26.5673,2023,8.26,627,0,289,39,1.05,17,2,0,245,66,19,31,20,-,-,3.85
976,Bihar,Sitamarhi,Kodawara  Tola,85.4712,26.5866,2023,8.24,354,0,215,11,0,3,0,0,140,42,9,21,2,-,-,5.3
977,Bihar,Sitamarhi,Punaura,85.4669,26.5867,2023,8.4,449,12,240,4,0.79,4,0,0,205,76,4,17,2,-,-,1.56
978,Bihar,Sitamarhi,Sitamarhi,85.5206,26.546,2023,8.41,379,12,221,4,0.25,2,0,0,140,30,16,21,2,-,-,5.73
979,Bihar,Sitamarhi,Bhutahi,85.5475,26.7274,2023,8.36,394,6,234,7,0.92,0,0,0,170,32,22,20,1,-,-,1.65
980,Bihar,Sitamarhi,Dastiya,85.5651,26.7832,2023,8.26,396,0,197,4,0.97,1,0,0,125,42,5,28,1,-,-,2.04
981,Bihar,Sitamarhi,Suppi ( Dheng),85.3548,26.6759,2023,8.41,428,21,215,11,0.94,0,6,0,140,46,6,27,2,-,-,2.49
982,Bihar,Sitamarhi,Sursand,85.7255,26.6437,2023,8.43,361,21,185,4,0.65,0,3,0,175,38,19,1,1,-,-,6.75
983,Bihar,Siwan,Andar,84.294,26.1031,2023,7.29,477,0,264,11,0.91,17,8,0,195,50,17,19,6,-,-,9.3
984,Bihar,Siwan,Mauza Harpur,84.4677,26.3338,2023,8.29,835,0,312,57,0.55,14,30,0,380,68,51,28,1,-,-,10.47
985,Bihar,Siwan,Tarwara Block,84.4863,26.1832,2023,7.45,1296,0,523,113,0.38,14,31,0,585,66,102,15,8,-,-,31.38
986,Bihar,Siwan,Chimanpur,84.6824,26.2437,2023,8.26,678,0,375,25,0,15,0,0,315,72,33,17,9,-,-,3.6
987,Bihar,Siwan,Hardia,84.6836,26.2508,2023,8.39,649,12,314,4,0.16,15,0,0,285,76,23,19,6,-,-,0.62
988,Bihar,Siwan,Malmaliya Chowk,84.6786,26.1616,2023,8.23,454,0,178,14,0.13,11,7,0,225,46,27,7,8,-,-,4.8
989,Bihar,Siwan,Sarripatti,84.6759,26.1035,2023,8.06,818,0,406,46,0.11,17,3,0,370,70,47,37,1,-,-,22.74
990,Bihar,Siwan,Darauli,84.1288,26.0757,2023,7.42,423,0,234,14,0.15,15,0,0,175,40,18,19,6,-,-,5.1
991,Bihar,Siwan,Mirzapur,84.6058,26.2711,2023,8.13,683,0,381,11,0.14,17,0,0,335,58,46,10,1,-,-,7.9
992,Bihar,Siwan,Chitakahl,84.0605,26.1842,2023,7.55,390,0,234,7,0.18,16,0,0,190,66,6,13,2,-,-,0
993,Bihar,Siwan,Deoria,84.081,26.1388,2023,7.6,384,0,221,11,0.27,18,0,0,175,42,17,15,4,-,-,0.18
994,Bihar,Siwan,Jalalpur,84.3718,26.0677,2023,7.44,670,0,357,32,0.81,15,0,0,250,60,24,37,5,-,-,1.6
995,Bihar,Siwan,Khanpurkhairanti,84.3273,26.1448,2023,8.35,548,6,283,14,0.75,17,0,0,200,28,32,26,2,-,-,7.2
996,Bihar,Siwan,Jamanpura,84.2852,26.0778,2023,7.63,1879,0,357,390,0.77,18,28,0,735,126,102,76,12,-,-,5.3
997,Bihar,Siwan,Maharajganj,84.4989,26.1083,2023,8.13,603,0,308,7,0.62,15,8,0,260,50,33,21,7,-,-,2.4
998,Bihar,Siwan,Paterhi,84.5679,26.1096,2023,8.24,545,0,240,28,0,14,0,0,205,44,23,36,2,-,-,5.3
999,Bihar,Siwan,Guthanimorh,84.1505,26.2298,2023,7.74,1144,0,424,85,0,16,0,0,510,134,43,21,4,-,-,0
1000,Bihar,Siwan,Guthsisenichhapar,84.1547,26.2177,2023,7.78,607,0,271,18,0.27,16,0,0,300,78,26,12,2,-,-,0
1001,Bihar,Siwan,Kilpur,84.1986,26.2783,2023,8.12,685,0,363,11,0.15,17,0,0,310,64,36,15,5,-,-,0
1002,Bihar,Siwan,Sadikpur,84.4309,26.1656,2023,7.52,654,0,314,14,0.42,14,0,0,230,72,12,46,5,-,-,2.9
1003,Bihar,Siwan,Murarpatti,84.2793,25.9932,2023,7.45,898,0,363,78,0.03,15,19,0,250,52,29,87,5,-,-,17.5
1004,Bihar,Siwan,Bhagar,84.3715,25.9514,2023,7.39,3004,0,351,539,0.16,14,31,0,1205,154,199,76,3,-,-,2.85
1005,Bihar,Siwan,Chainpur,84.4058,25.9954,2023,7.77,605,0,308,14,0.88,17,4,0,240,46,30,24,4,-,-,3.7
1006,Bihar,Siwan,Gangpur Siswan,84.3881,25.9452,2023,8.41,658,15,357,25,0.77,15,6,0,290,66,30,28,6,-,-,4.91
1007,Bihar,Siwan,Bhada Khurd,84.3195,26.2217,2023,7.51,513,0,308,11,0.31,17,0,0,235,46,29,21,3,-,-,0.27
1008,Bihar,Siwan,Siwan,84.343,26.2272,2023,8.27,776,0,406,60,0.13,16,4,0,360,62,50,28,1,-,-,2.35
1009,Bihar,Siwan,Ziradai,84.2532,26.1955,2023,7.56,779,0,344,74,0.13,14,0,0,340,60,46,21,4,-,-,0
1010,Bihar,Supaul,Bhawanipur-1,86.9999,26.467,2023,7.62,842,0,342,53,0.43,54,9,0,345,62,46,32,7,-,-,0.39
1011,Bihar,Supaul,Bhimnagar,86.9508,26.5172,2023,7.69,504,0,262,14,0.59,10,4,0.17,235,52,26,6,5,-,-,0
1012,Bihar,Supaul,Birpur,87.0111,26.5204,2023,7.82,708,0,360,18,0.75,29,1,0.08,305,58,39,11,17,-,-,0
1013,Bihar,Supaul,Ratanpura,86.9166,26.4401,2023,7.81,615,0,220,46,0.21,60,1,0,255,52,30,22,2,-,-,0
1014,Bihar,Supaul,Balua Bazar,87.0108,26.4032,2023,7.65,352,0,165,7,0.31,26,1,0,155,26,22,2,13,-,-,3.95
1015,Bihar,Supaul,Andauli,86.7035,26.2313,2023,7.53,348,0,177,11,0.28,13,1,0,160,38,16,4,3,-,-,10.5
1016,Bihar,Supaul,Hardi,86.6838,26.093,2023,7.92,353,0,165,14,0.58,17,2,0,155,44,11,7,5,-,-,0.61
1017,Bihar,Supaul,Kario,86.6487,26.1187,2023,8.09,1870,0,726,185,0.89,59,19,0,710,78,125,86,32,-,-,0.73
1018,Bihar,Supaul,Pipira Chowk,86.7972,26.1575,2023,7.77,889,0,366,67,0.18,33,20,0,265,56,30,63,33,-,-,0
1019,Bihar,Supaul,Shyam Nagar,86.8055,26.1082,2023,7.65,624,0,268,43,0.43,24,9,0,245,54,27,28,4,-,-,1.39
1020,Bihar,Supaul,Basawanpatti,86.9135,26.4102,2023,7.79,306,0,128,18,0.22,20,3,0,135,18,22,6,3,-,-,4.32
1021,Bihar,Supaul,Ganpatganj*,86.8226,26.2685,2023,7.87,303,0,122,21,0.36,11,15,0,135,22,19,7,0,-,-,0
1022,Bihar,Supaul,Kaithtola,86.8281,26.2838,2023,8.03,168,0,67,14,0.41,3,3,0.13,75,14,10,4,1,-,-,0
1023,Bihar,Supaul,Karzain,86.8881,26.3816,2023,8.19,588,0,287,25,0.29,19,1,0,245,42,34,17,10,-,-,0
1024,Bihar,Supaul,Norha,86.8741,26.3536,2023,7.95,1029,0,415,82,0.23,40,24,0.11,340,62,45,62,30,-,-,0
1025,Bihar,Supaul,Parsharma,86.8536,26.3206,2023,7.88,220,0,79,14,0.19,11,15,0,95,22,10,7,1,-,-,0
1026,Bihar,Supaul,Pratapganj,86.9621,26.3,2023,7.63,785,0,311,46,0.29,54,17,0.09,330,58,45,29,1,-,-,7.85
1027,Bihar,Supaul,Malhani,86.5721,26.09,2023,8.01,991,0,409,96,0.41,23,3,0,390,70,52,47,1,-,-,18.65
1028,Bihar,Supaul,Supaul,86.5996,26.1161,2023,7.89,1105,0,415,96,0.23,53,24,0,325,70,36,74,53,-,-,0.65
1029,Bihar,Supaul,Thumba,86.7469,26.1512,2023,7.95,507,0,220,25,0.29,31,8,0.07,220,42,28,13,3,-,-,0
1030,Bihar,Supaul,Jadia,86.9853,26.0957,2023,7.95,525,0,165,50,0.39,46,8,0,190,36,24,27,11,-,-,0
1031,Bihar,Supaul,Triveniganj,86.8841,26.1286,2023,7.78,787,0,305,46,0.43,65,14,0,280,64,29,49,5,-,-,0.81
1032,Bihar,Vaishali,Nonepur,85.2416,25.7749,2023,8.47,731,21,387,7,0.96,27,2,0,315,52,45,26,2,-,-,-
1033,Bihar,Vaishali,Chak Sikandar,85.3316,25.684,2023,8.26,715,0,412,18,0.61,39,0,0,280,52,36,39,3,-,-,-
1034,Bihar,Vaishali,Kachanpur,85.2656,25.6668,2023,8.34,1089,12,547,43,0.74,49,0,0,340,48,53,100,1,-,-,-
1035,Bihar,Vaishali,Mathura,85.3615,25.6298,2023,8.17,2740,0,664,369,0.9,185,0,0,820,82,150,217,4,-,-,-
1036,Bihar,Vaishali,Desri,85.4069,25.6692,2023,8.15,980,0,351,85,0.57,68,0,0,355,108,21,52,3,-,-,-
1037,Bihar,Vaishali,Baksama,85.387,25.8778,2023,8.54,676,18,320,11,0.89,16,0,0,315,60,40,18,-,-,-,-
1038,Bihar,Vaishali,Chandpur Kala,85.3412,25.9251,2023,8.47,752,24,295,18,0.84,40,0,0,310,56,41,33,1,-,-,-
1039,Bihar,Vaishali,Garaul,85.2951,25.9429,2023,8.23,994,0,504,60,0.53,32,0,0,440,126,30,40,0,-,-,-
1040,Bihar,Vaishali,Garaul Railway Station,85.3189,25.9335,2023,8.47,698,0,375,21,0.89,27,0,0,315,52,45,11,1,-,-,-
1041,Bihar,Vaishali,Harpur,85.3848,25.9177,2023,8.51,573,18,289,7,1.08,17,0,0,245,42,34,15,2,-,-,-
1042,Bihar,Vaishali,Bhaluhia,85.2953,25.9365,2023,8.11,1336,0,388,209,0.8,69,0,0,460,130,33,82,0,-,-,-
1043,Bihar,Vaishali,Sarai,85.275,25.7833,2023,8.36,728,15,326,43,0.89,34,0,0,315,42,51,28,3,-,-,-
1044,Bihar,Vaishali,Hajipur,85.2018,25.6906,2023,7.57,658,0,295,35,0,28,0,0,295,68,30,16,1,-,-,-
1045,Bihar,Vaishali,Sahjadpur,85.1981,25.6875,2023,8.06,732,0,264,32,0.54,46,35,0,295,50,41,24,2,-,-,-
1046,Bihar,Vaishali,Block Office,85.5248,25.7169,2023,8.29,1023,0,467,11,0.72,121,0,0,490,82,69,38,3,-,-,-
1047,Bihar,Vaishali,Silautha Bisnupur,85.4831,25.7182,2023,8.42,635,18,320,11,0.93,17,0,0,220,68,12,33,1,-,-,-
1048,Bihar,Vaishali,Namidih,85.181,25.8317,2023,8.29,3620,0,627,783,1,202,5,0,1225,102,236,259,3,-,-,-
1049,Bihar,Vaishali,Yadunathpur Chadbar,85.1823,25.8734,2023,8.26,1813,0,510,277,0.44,103,7,0,660,68,119,109,0,-,-,-
1050,Bihar,Vaishali,Mahua1,85.3949,25.8097,2023,8.41,940,21,387,43,0.82,68,12,0,350,86,33,49,2,-,-,-
1051,Bihar,Vaishali,Tariya Supaul,85.442,25.8499,2023,8.54,344,21,111,28,0.63,19,0,0,170,42,16,0,3,-,-,-
1052,Bihar,Vaishali,Chakiyaj,85.4835,25.6334,2023,8.22,1077,0,431,64,0.93,131,3,0,440,102,45,57,2,-,-,-
1053,Bihar,Vaishali,Kumharkal,85.4809,25.6466,2023,8.34,648,0,363,11,0.66,35,3,0,260,48,34,31,1,-,-,-
1054,Bihar,Vaishali,Mahnar,85.4807,25.6099,2023,8.2,986,0,387,71,0.66,47,34,0,335,118,10,72,2,-,-,-
1055,Bihar,Vaishali,Sain Barauna,85.1977,25.9978,2023,8.45,1051,24,418,78,0.66,80,0,0,410,88,46,70,-,-,-,-
1056,Bihar,Vaishali,Chintawanpur,85.2688,25.9566,2023,8.48,964,21,406,74,1.25,42,0,0,255,46,34,105,1,-,-,-
1057,Bihar,Vaishali,Mushari Tola,85.5978,25.8036,2023,8.4,1717,21,633,149,1,146,2,0,645,158,61,118,0,-,-,-
1058,Bihar,Vaishali,Patepur Patepur,85.5538,25.8753,2023,8.51,584,21,289,14,0.93,11,0,0,250,44,34,18,2,-,-,-
1059,Bihar,Vaishali,Rajapakar,85.335,25.7334,2023,8.24,756,0,308,64,0.96,42,8,0,320,52,46,19,1,-,-,-
1060,Bihar,Vaishali,Sahdei Bujurg,85.4641,25.6626,2023,8.15,1323,0,461,64,0.65,179,35,0.02,500,76,75,71,2,-,-,-
1061,Bihar,Vaishali,Benipur,85.137,25.9922,2023,8.48,753,18,357,7,0.92,50,0,0,265,50,34,54,1,-,-,-
1062,Bihar,Vaishali,Thukaiya,85.1341,25.9651,2023,8.26,774,0,406,14,0.87,48,0,0,355,24,72,22,1,-,-,-
1063,Bihar,Vaishali,Vaishali (High School Chowk),85.129,25.9909,2023,8.41,671,21,375,18,0.88,36,0,0,280,40,44,34,0,-,-,-
1064,Bihar,West Champaran,Bagha,84.0911,27.0948,2023,7.94,1060,0,305,128,0.31,71,32,0,325,70,36,92,2,-,-,0.39
1065,Bihar,West Champaran,Belwa Dumri,84.1752,27.0825,2023,8.03,509,0,275,11,0.19,15,1,0,200,42,23,22,3,-,-,0
1066,Bihar,West Champaran,Harna Tand,84.0177,27.3048,2023,7.95,1199,0,403,107,0.19,91,31,0.18,325,62,41,107,29,-,-,7.82
1067,Bihar,West Champaran,Laxmipur,83.9108,27.3869,2023,7.99,1152,0,470,78,0.31,56,30,0,385,62,56,71,28,-,-,0
1068,Bihar,West Champaran,Mangalpur,84.0507,27.1559,2023,8.11,818,0,305,67,0.22,36,31,0,265,58,29,66,2,-,-,0.41
1069,Bihar,West Champaran,Naurangia,83.9432,27.2893,2023,7.83,960,0,378,60,0.23,66,21,0,330,56,46,55,25,-,-,9.17
1070,Bihar,West Champaran,Malahtoli,84.4548,26.759,2023,7.87,969,0,433,71,0.29,25,1,0,345,98,24,59,10,-,-,0.17
1071,Bihar,West Champaran,Sakhauna Mau,84.5798,26.7638,2023,7.89,831,0,342,60,0.25,45,5,0,270,58,30,60,11,-,-,1.29
1072,Bihar,West Champaran,Khairva,84.119,26.926,2023,7.91,509,0,275,11,0.23,13,0,0,240,46,30,6,4,-,-,0
1073,Bihar,West Champaran,Laxmipur,84.1553,26.9494,2023,8.11,1008,0,427,75,0.26,46,4,0,360,70,45,56,19,-,-,0
1074,Bihar,West Champaran,Chanpatia,84.5372,26.9554,2023,7.81,323,0,171,11,0.48,6,0,0,120,28,12,17,2,-,-,0
1075,Bihar,West Champaran,Guruwalia,84.4717,26.849,2023,7.91,838,0,403,50,0.31,19,2,0,310,74,30,43,10,-,-,3.57
1076,Bihar,West Champaran,Lauria,84.4851,27.0715,2023,7.95,498,0,281,7,0.73,9,0,0,185,40,21,28,2,-,-,7.05
1077,Bihar,West Champaran,Shishwania,84.4058,26.9934,2023,7.88,465,0,250,11,0.41,9,0,0.06,210,42,26,7,3,-,-,6.87
1078,Bihar,West Champaran,Bansi Dham,84.0612,26.9191,2023,8.05,793,0,378,43,0.25,29,0,0,315,68,35,29,13,-,-,5.12
1079,Bihar,West Champaran,Ram Purva,84.6483,27.1106,2023,8.01,1174,0,427,107,0.33,55,32,0.15,370,70,47,86,26,-,-,0
1080,Bihar,West Champaran,Majhwalia (Guruchurwa),84.6331,26.7983,2023,7.71,992,0,372,85,0.08,65,0,0,350,72,41,63,8,-,-,0.21
1081,Bihar,West Champaran,Banspurpipra,84.5375,27.2387,2023,7.99,346,0,183,11,0.58,5,1,0,130,34,11,20,1,-,-,0
1082,Bihar,West Champaran,Korigawa Chowk,84.504,27.1128,2023,8.11,404,0,226,7,0.43,6,0,0,165,32,21,14,3,-,-,0.97
1083,Bihar,West Champaran,Sansariya,84.4905,26.7623,2023,7.68,803,0,378,46,0.21,26,2,0.08,315,82,27,35,7,-,-,6.51
1084,Bihar,West Champaran,Rahmanpur,84.0743,26.9879,2023,7.99,995,0,427,57,0.36,59,3,0.11,360,58,52,46,31,-,-,0
1085,Bihar,West Champaran,Sikta,84.3162,27.1281,2023,7.73,1406,0,427,192,0.36,54,33,0.16,450,98,50,97,32,-,-,0
1086,Bihar,West Champaran,Taulaha,84.3741,27.1491,2023,7.68,1131,0,378,110,0.39,69,32,0,365,66,49,78,26,-,-,0
1087,Bihar,West Champaran,Bhavra,84.6491,27.0313,2023,7.93,409,0,226,11,0.11,5,0,0,180,38,21,9,3,-,-,0
1088,Bihar,West Champaran,Belwari Patti,84.2616,26.7722,2023,8.13,1008,0,488,25,0.18,48,27,0.06,325,52,47,69,21,-,-,0.41
